id,created_at,screen name,text,entities,fav count,lang,retweet count
631552336163405824,2015-08-12 19:46:25,GlennCosby,I've been waiting for @sueperkins to threaten to munch their boxes. #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 43963184, u'indices': [22, 33], u'id_str': u'43963184', u'screen_name': u'sueperkins', u'name': u'Sue Perkins'}], u'hashtags': [{u'indices': [68, 73], u'text': u'GBBO'}], u'urls': []}",36,en,9
631551980960382977,2015-08-12 19:45:00,GlennCosby,Oh @DrRayBakes - please pull it back! #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 518993159, u'indices': [3, 14], u'id_str': u'518993159', u'screen_name': u'DrRayBakes', u'name': u'TAMAL RAY'}], u'hashtags': [{u'indices': [38, 43], u'text': u'GBBO'}], u'urls': []}",1,en,0
631551642048024576,2015-08-12 19:43:39,GlennCosby,@iancpix I had my heart in my mouth and then @BegumNadiya went and broke my heart. #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 2471532482L, u'indices': [0, 8], u'id_str': u'2471532482', u'screen_name': u'iancpix', u'name': u'Ian Cumming'}, {u'id': 2623511044L, u'indices': [45, 57], u'id_str': u'2623511044', u'screen_name': u'BegumNadiya', u'name': u'Nadiya Jamir Hussain'}], u'hashtags': [{u'indices': [83, 88], u'text': u'GBBO'}], u'urls': []}",0,en,0
631551119148367872,2015-08-12 19:41:35,GlennCosby,@dorret_conway box of frogs. GENIUS! #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 252613373, u'indices': [0, 14], u'id_str': u'252613373', u'screen_name': u'dorret_conway', u'name': u'Dorret Conway'}], u'hashtags': [{u'indices': [37, 42], u'text': u'GBBO'}], u'urls': []}",1,en,1
631550409035882496,2015-08-12 19:38:45,GlennCosby,38 minutes in and @SANDYDbakes has given me my first laugh out loud. Biscuit week a bit dry...? #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 3376313421L, u'indices': [18, 30], u'id_str': u'3376313421', u'screen_name': u'SANDYDbakes', u'name': u'SANDY DOCHERTY '}], u'hashtags': [{u'indices': [96, 101], u'text': u'GBBO'}], u'urls': []}",4,en,0
631548583850942464,2015-08-12 19:31:30,GlennCosby,Way to go @dorret_conway!!! Woohoo,"{u'symbols': [], u'user_mentions': [{u'id': 252613373, u'indices': [10, 24], u'id_str': u'252613373', u'screen_name': u'dorret_conway', u'name': u'Dorret Conway'}], u'hashtags': [], u'urls': []}",8,en,0
631547168260816896,2015-08-12 19:25:53,GlennCosby,Ewww https://t.co/xnR0vGnVqd,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/xnR0vGnVqd', u'indices': [5, 28], u'expanded_url': u'https://twitter.com/kittybliss/status/631546986081165312', u'display_url': u'twitter.com/kittybliss/sta\u2026'}]}",0,und,0
631547048538566656,2015-08-12 19:25:24,GlennCosby,I know. In PH's recipe!?! And he claimed 2 years ago never to have heard of it.  https://t.co/TR0YbCd3ue,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/TR0YbCd3ue', u'indices': [81, 104], u'expanded_url': u'https://twitter.com/izzypatisserie/status/631546785010286592', u'display_url': u'twitter.com/izzypatisserie\u2026'}]}",7,en,2
631546900529942528,2015-08-12 19:24:49,GlennCosby,Butter around the dough. That'll never work - eh??? @PaulHollywood #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 65626784, u'indices': [52, 66], u'id_str': u'65626784', u'screen_name': u'PaulHollywood', u'name': u'Paul Hollywood'}], u'hashtags': [{u'indices': [67, 72], u'text': u'GBBO'}], u'urls': []}",14,en,3
631546591858532352,2015-08-12 19:23:35,GlennCosby,Even 2 years later I still sob a little when I remember that technical. #GBBO #tartsofdoom  https://t.co/AjcJvmVWJQ,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [72, 77], u'text': u'GBBO'}, {u'indices': [78, 90], u'text': u'tartsofdoom'}], u'urls': [{u'url': u'https://t.co/AjcJvmVWJQ', u'indices': [92, 115], u'expanded_url': u'https://twitter.com/laurajaynew/status/631546337591447553', u'display_url': u'twitter.com/laurajaynew/st\u2026'}]}",15,en,2
631546296172707841,2015-08-12 19:22:25,GlennCosby,Bless! https://t.co/vVyPemHzP9,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/vVyPemHzP9', u'indices': [7, 30], u'expanded_url': u'https://twitter.com/katiekates_84/status/631546216787087360', u'display_url': u'twitter.com/katiekates_84/\u2026'}]}",1,en,0
631546161992736768,2015-08-12 19:21:53,GlennCosby,Now I've eaten a LOT of biscuits and I too have never heard of an arlette by I know I want one. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [96, 101], u'text': u'GBBO'}], u'urls': []}",20,en,5
631545865572864001,2015-08-12 19:20:42,GlennCosby,I have a bad feeling for my lovely Dorret.  https://t.co/BmtvZOS6ZE,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/BmtvZOS6ZE', u'indices': [44, 67], u'expanded_url': u'https://twitter.com/mandramandy/status/631545461451702272', u'display_url': u'twitter.com/mandramandy/st\u2026'}]}",1,en,2
631545783981096960,2015-08-12 19:20:23,GlennCosby,Signature has left me peckish &amp; slightly bored. History break is back and it's even blander than the biscuits they're describing zzzz #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [138, 143], u'text': u'GBBO'}], u'urls': []}",11,en,2
631544248626769920,2015-08-12 19:14:17,GlennCosby,"I'm a bit perplexed, @DrRayBakes - were you 'allowed' to bake extras?","{u'symbols': [], u'user_mentions': [{u'id': 518993159, u'indices': [21, 32], u'id_str': u'518993159', u'screen_name': u'DrRayBakes', u'name': u'TAMAL RAY'}], u'hashtags': [], u'urls': []}",2,en,0
631543897727090689,2015-08-12 19:12:53,GlennCosby,"I'm not sure yet. Love Tamal, Ian, Marie and Dorret. #GBBO  https://t.co/XyLViXkbIW","{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [53, 58], u'text': u'GBBO'}], u'urls': [{u'url': u'https://t.co/XyLViXkbIW', u'indices': [60, 83], u'expanded_url': u'https://twitter.com/robgrace15/status/631543645213196288', u'display_url': u'twitter.com/robgrace15/sta\u2026'}]}",2,en,0
631543468687552516,2015-08-12 19:11:11,GlennCosby,I do now. Hello love :) xxx https://t.co/UlUD1w20pK,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/UlUD1w20pK', u'indices': [28, 51], u'expanded_url': u'https://twitter.com/robgrace15/status/631542959629012992', u'display_url': u'twitter.com/robgrace15/sta\u2026'}]}",1,en,0
631542965178081280,2015-08-12 19:09:11,GlennCosby,"@dorret_conway I think fascinating also means ""you're screwed"" in hollywoodese #GBBO","{u'symbols': [], u'user_mentions': [{u'id': 252613373, u'indices': [0, 14], u'id_str': u'252613373', u'screen_name': u'dorret_conway', u'name': u'Dorret Conway'}], u'hashtags': [{u'indices': [79, 84], u'text': u'GBBO'}], u'urls': []}",4,en,1
631542545504432128,2015-08-12 19:07:30,GlennCosby,"@iancpix love a Paul ""good luck"". In the official #GBBO dictionary that means you're screwed.","{u'symbols': [], u'user_mentions': [{u'id': 2471532482L, u'indices': [0, 8], u'id_str': u'2471532482', u'screen_name': u'iancpix', u'name': u'Ian Cumming'}], u'hashtags': [{u'indices': [50, 55], u'text': u'GBBO'}], u'urls': []}",4,en,1
631542007966625792,2015-08-12 19:05:22,GlennCosby,Who do you pray to for one of them! https://t.co/tDPoT1aSQY,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/tDPoT1aSQY', u'indices': [36, 59], u'expanded_url': u'https://twitter.com/nickgerman1/status/631541867331645440', u'display_url': u'twitter.com/nickgerman1/st\u2026'}]}",1,en,0
631541863846162432,2015-08-12 19:04:48,GlennCosby,Biscotti in 2 hours. More than I would have thought. When is Paul going to tell us biscotti means twice cooked. As does biscuits. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [130, 135], u'text': u'GBBO'}], u'urls': []}",12,en,2
631540628103528448,2015-08-12 18:59:53,GlennCosby,Biscuits or meteor shower. I know which I'm more excited about. Sad but true. #GBBO #meteorshower,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [78, 83], u'text': u'GBBO'}, {u'indices': [84, 97], u'text': u'meteorshower'}], u'urls': []}",11,en,4
631066303034490880,2015-08-11 11:35:05,GlennCosby,Why thank you :) x https://t.co/8a41pvLJPQ,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/8a41pvLJPQ', u'indices': [19, 42], u'expanded_url': u'https://twitter.com/christinahatha5/status/630827148559953921', u'display_url': u'twitter.com/christinahatha\u2026'}]}",3,en,0
631066163003457536,2015-08-11 11:34:32,GlennCosby,@kittencat17 @dredbeveridge One version is on FB https://t.co/pahzXkaMGs but that includes making the marshmallow!?!?,"{u'symbols': [], u'user_mentions': [{u'id': 40961998, u'indices': [0, 12], u'id_str': u'40961998', u'screen_name': u'kittencat17', u'name': u'Rebecca Linsdell'}, {u'id': 269934775, u'indices': [13, 27], u'id_str': u'269934775', u'screen_name': u'dredbeveridge', u'name': u'Ed Beveridge'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/pahzXkaMGs', u'indices': [49, 72], u'expanded_url': u'https://m.facebook.com/glenncosbybaker/posts/1479546668928171', u'display_url': u'm.facebook.com/glenncosbybake\u2026'}]}",3,en,0
630819402007605248,2015-08-10 19:14:00,GlennCosby,Yay!!! https://t.co/eNpreFpOQk,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/eNpreFpOQk', u'indices': [7, 30], u'expanded_url': u'https://twitter.com/dredbeveridge/status/630387213809881088', u'display_url': u'twitter.com/dredbeveridge/\u2026'}]}",1,und,0
629330689884860416,2015-08-06 16:38:23,GlennCosby,That was probably my fault - I hope it tasted ok..? https://t.co/sxT43FPMEZ,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/sxT43FPMEZ', u'indices': [52, 75], u'expanded_url': u'https://twitter.com/hannah_summer/status/629285004900737024', u'display_url': u'twitter.com/hannah_summer/\u2026'}]}",1,en,0
629209152112467969,2015-08-06 08:35:26,GlennCosby,Local Heroes is hands down the best opportunity to come out of my Bake Off experience. An amazing charity! https://t.co/Soleq7UUXu,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Soleq7UUXu', u'indices': [107, 130], u'expanded_url': u'https://twitter.com/localheroesdc/status/629201547533099008', u'display_url': u'twitter.com/localheroesdc/\u2026'}]}",3,en,1
629023452909969409,2015-08-05 20:17:32,GlennCosby,@AshburtonCS maybe we should include BFG in our baking days. Not very British tho... http://t.co/38MIJ7XpHg Fancy baking with me? #GBBO,"{u'symbols': [], u'user_mentions': [{u'id': 261228912, u'indices': [0, 12], u'id_str': u'261228912', u'screen_name': u'AshburtonCS', u'name': u'Ashburton Cookery'}], u'hashtags': [{u'indices': [130, 135], u'text': u'GBBO'}], u'urls': [{u'url': u'http://t.co/38MIJ7XpHg', u'indices': [85, 107], u'expanded_url': u'http://ow.ly/QxB4B', u'display_url': u'ow.ly/QxB4B'}]}",0,en,0
629022518293188608,2015-08-05 20:13:49,GlennCosby,"Don't pick your favourite yet!! It's too early. I love Tamal, Dorret, Flora, Ian, Marie - no I love them all. #GBBO  https://t.co/mZQVhIT3Fs","{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [110, 115], u'text': u'GBBO'}], u'urls': [{u'url': u'https://t.co/mZQVhIT3Fs', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/clarebear5678/status/629021631709609984', u'display_url': u'twitter.com/clarebear5678/\u2026'}]}",27,en,4
629021258521272320,2015-08-05 20:08:49,GlennCosby,RT @AshburtonCS: If the GBBO inspired you tonight. Remember the man himself @GlennCosby is teaching his baking skills in Oct and Nov. Detai…,"{u'symbols': [], u'user_mentions': [{u'id': 261228912, u'indices': [3, 15], u'id_str': u'261228912', u'screen_name': u'AshburtonCS', u'name': u'Ashburton Cookery'}, {u'id': 1525472412, u'indices': [76, 87], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [], u'urls': []}",0,en,5
629018217105723392,2015-08-05 19:56:44,GlennCosby,Oh yes! I can't wait - tune in Devon https://t.co/ndwDSrdbn9,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/ndwDSrdbn9', u'indices': [37, 60], u'expanded_url': u'https://twitter.com/n60bra/status/629018016622247937', u'display_url': u'twitter.com/n60bra/status/\u2026'}]}",7,en,1
629017257096646656,2015-08-05 19:52:55,GlennCosby,Oh Dorret. I'm so sad for you 😥 #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [32, 37], u'text': u'GBBO'}], u'urls': []}",37,en,7
629016807131713536,2015-08-05 19:51:08,GlennCosby,What is he gibbering on about? #gbbo,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [31, 36], u'text': u'gbbo'}], u'urls': []}",5,en,0
629015571028443136,2015-08-05 19:46:13,GlennCosby,They are incredible! #GBBO  https://t.co/E6SoaBsFxb,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [21, 26], u'text': u'GBBO'}], u'urls': [{u'url': u'https://t.co/E6SoaBsFxb', u'indices': [28, 51], u'expanded_url': u'https://twitter.com/sean_piggott/status/629015372809830400', u'display_url': u'twitter.com/sean_piggott/s\u2026'}]}",5,en,0
629015408746627074,2015-08-05 19:45:34,GlennCosby,Dorret!!!! Nooooooooooooooooooooooo #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [36, 41], u'text': u'GBBO'}], u'urls': []}",18,es,6
629015043112243200,2015-08-05 19:44:07,GlennCosby,These cakes are ENORMOUS! Love Bake Off!!! #aftermyownheart #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [43, 59], u'text': u'aftermyownheart'}, {u'indices': [60, 65], u'text': u'GBBO'}], u'urls': []}",27,en,8
629014686684610560,2015-08-05 19:42:42,GlennCosby,@tamal Loving your work! #gbbo,"{u'symbols': [], u'user_mentions': [{u'id': 5015011, u'indices': [0, 6], u'id_str': u'5015011', u'screen_name': u'tamal', u'name': u'Tamal Kumar Guha'}], u'hashtags': [{u'indices': [25, 30], u'text': u'gbbo'}], u'urls': []}",0,en,0
629014122756198400,2015-08-05 19:40:28,GlennCosby,Don't bother! But get the flexi-edge beater. #lovemykitchenaid  https://t.co/upqS8DyiaT,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [45, 62], u'text': u'lovemykitchenaid'}], u'urls': [{u'url': u'https://t.co/upqS8DyiaT', u'indices': [64, 87], u'expanded_url': u'https://twitter.com/richethomas/status/629013856254345216', u'display_url': u'twitter.com/richethomas/st\u2026'}]}",2,en,0
629013413059010560,2015-08-05 19:37:38,GlennCosby,Nice work Ian. Cracking out a macaron early doors. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [51, 56], u'text': u'GBBO'}], u'urls': []}",12,en,4
629012891971272704,2015-08-05 19:35:34,GlennCosby,I'm falling for Dorret but don't want to commit too early. By I love her. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [74, 79], u'text': u'GBBO'}], u'urls': []}",22,en,5
629012470439485440,2015-08-05 19:33:54,GlennCosby,Stu's going. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [13, 18], u'text': u'GBBO'}], u'urls': []}",28,en,9
629012177618386944,2015-08-05 19:32:44,GlennCosby,Nobody does a BFG like @HowardMiddlebun #gbbo,"{u'symbols': [], u'user_mentions': [{u'id': 1581175332, u'indices': [23, 39], u'id_str': u'1581175332', u'screen_name': u'HowardMiddlebun', u'name': u'Howard Middleton'}], u'hashtags': [{u'indices': [40, 45], u'text': u'gbbo'}], u'urls': []}",22,en,3
629011914107039744,2015-08-05 19:31:41,GlennCosby,Are you watching bake off naked in bed??? #whatwouldmarysay #GBBO  https://t.co/0VnNyStAFR,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [42, 59], u'text': u'whatwouldmarysay'}, {u'indices': [60, 65], u'text': u'GBBO'}], u'urls': [{u'url': u'https://t.co/0VnNyStAFR', u'indices': [67, 90], u'expanded_url': u'https://twitter.com/ruggerlad/status/629011653183598592', u'display_url': u'twitter.com/ruggerlad/stat\u2026'}]}",1,en,0
629011648452366336,2015-08-05 19:30:38,GlennCosby,Bless you x https://t.co/lAq1lZ0d9H,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/lAq1lZ0d9H', u'indices': [12, 35], u'expanded_url': u'https://twitter.com/jenny_b53/status/629011464196608000', u'display_url': u'twitter.com/jenny_b53/stat\u2026'}]}",6,en,0
629010559489413120,2015-08-05 19:26:18,GlennCosby,Dodgy crack and now he can't keep it up. Bad day in the tent #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [61, 66], u'text': u'GBBO'}], u'urls': []}",43,en,21
629009192167321600,2015-08-05 19:20:52,GlennCosby,*blushes* https://t.co/Yc1IScuQCW,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/Yc1IScuQCW', u'indices': [10, 33], u'expanded_url': u'https://twitter.com/nfkadam/status/629008937598251009', u'display_url': u'twitter.com/nfkadam/status\u2026'}]}",7,en,2
629009003880816640,2015-08-05 19:20:07,GlennCosby,Someone at KitchenAid just got the sack #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [40, 45], u'text': u'GBBO'}], u'urls': []}",31,en,13
629008386173104128,2015-08-05 19:17:40,GlennCosby,Make mine a double! #gbbo https://t.co/3UsH2rRtgG,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [20, 25], u'text': u'gbbo'}], u'urls': [{u'url': u'https://t.co/3UsH2rRtgG', u'indices': [26, 49], u'expanded_url': u'https://twitter.com/n60bra/status/629008294028410880', u'display_url': u'twitter.com/n60bra/status/\u2026'}]}",6,en,1
629008274495508481,2015-08-05 19:17:13,GlennCosby,Wallpaper paste. 1st outrageous judgement from Mr Hollywood #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [60, 65], u'text': u'GBBO'}], u'urls': []}",18,en,3
629007854872195072,2015-08-05 19:15:33,GlennCosby,😀 xxx https://t.co/AaAe97NFY7,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/AaAe97NFY7', u'indices': [6, 29], u'expanded_url': u'https://twitter.com/katiekates_84/status/629007548780281857', u'display_url': u'twitter.com/katiekates_84/\u2026'}]}",4,und,0
629007188573429760,2015-08-05 19:12:54,GlennCosby,What's with the squatting? Get on your knees Bakers! #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [53, 58], u'text': u'GBBO'}], u'urls': []}",16,en,7
629006956817215489,2015-08-05 19:11:59,GlennCosby,Chocolate Madeira.... Not sure. #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [32, 37], u'text': u'GBBO'}], u'urls': []}",7,en,1
629005547950444544,2015-08-05 19:06:23,GlennCosby,When Ian isn't baking he's a Dennis the Menace impersonator. #gbbo,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [61, 66], u'text': u'gbbo'}], u'urls': []}",6,en,1
629005308736741376,2015-08-05 19:05:26,GlennCosby,Bless you xxx https://t.co/cche6gY3wc,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/cche6gY3wc', u'indices': [14, 37], u'expanded_url': u'https://twitter.com/brittany_j_rutt/status/629004916632236033', u'display_url': u'twitter.com/brittany_j_rut\u2026'}]}",2,en,1
629005230714265600,2015-08-05 19:05:08,GlennCosby,Ahh - I love the cut from Mary asking for a classic to a baker going well off-piste. Remember it well #GBBO,"{u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [102, 107], u'text': u'GBBO'}], u'urls': []}",9,en,3
629004590525059072,2015-08-05 19:02:35,GlennCosby,YAYAY xxx https://t.co/vfF6ACVZUd,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/vfF6ACVZUd', u'indices': [10, 33], u'expanded_url': u'https://twitter.com/little_r3d/status/629004110285664256', u'display_url': u'twitter.com/little_r3d/sta\u2026'}]}",3,en,1
628983948501233664,2015-08-05 17:40:33,GlennCosby,So does yours! https://t.co/ShURhnmcsk,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/ShURhnmcsk', u'indices': [15, 38], u'expanded_url': u'https://twitter.com/cvfry/status/628983734126161920', u'display_url': u'twitter.com/cvfry/status/6\u2026'}]}",0,en,0
